sira;tistihdam;maas;iistihdam;icsaati;sbu;netsatis;mmaliyeti;katmadeger
5546;2;29,7;1,8;3,7;23,7;113,1;44,8;56,7
5547;2;32,7;1,8;3,6;24,2;128,4;55,9;76,9
5548;2,5;51,5;2;4,3;30,8;263,8;125,5;147,6
5549;2,2;46,8;1,8;3,8;28,2;234,7;109,5;122,4
5550;1,9;45,9;1,5;2,7;24,7;247,9;127,9;118,3
5551;1,8;43;1,4;2,6;24,4;254,3;132,9;121,3
5552;1,5;36,6;1,1;2,1;19,4;204,9;102,8;100,4
5553;1;20,7;0,7;1,2;9,8;144,6;78,3;55,3
5554;0,9;21,9;0,7;1,4;13,3;145,3;71,4;62,3
5555;0,8;20,8;0,7;1,3;12,9;130,4;68,6;51,7
5556;0,8;19,9;0,6;1,2;13;131;67,4;55,5
5557;0,7;18,6;0,6;1,1;11,9;128,4;66,3;54,8
5558;0,7;17;0,5;1;11,4;114,6;60,3;46,5
5559;0,6;17,3;0,5;0,9;11,7;125,5;64,4;55,6
5560;0,6;15,5;0,4;0,8;10,1;110,7;55,7;44,9
5561;0,6;16,7;0,5;0,9;11,2;115,5;57;49
5562;0,6;16,2;0,4;0,8;10,6;122,8;65,4;50,4
5563;84,9;261,2;76,6;137,4;213,8;807,8;380,2;428,3
5564;86,6;282,7;78,4;144,4;232,1;898,8;434,1;467,2
5565;85,3;277,8;76,9;139;226,7;872,4;414,3;457,8
5566;85,3;283,2;77;138,8;230,6;880,4;414,1;464,4
5567;85,1;292,6;77;140,6;240,3;911,7;431,9;479,4
5568;79,5;281,4;72,1;132,1;232,4;886,8;408,3;478,9
5569;79,4;296,1;72,1;135;244,8;932,8;421,8;520,4
5570;81;307,8;73,5;136,6;252,1;970,4;443,8;529,6
5571;81,2;322,4;73,6;137,5;264,8;1044,9;484,7;570,2
5572;78,3;329,3;71;131,6;268,4;1092,3;489,6;601,5
5573;80,2;364,2;72,7;135,8;298;1194,8;527,5;680
5574;78,3;367,6;70,7;129;298,4;1177,6;517,2;669
5575;71,2;353,1;64;117,1;285,8;1169,6;514,2;655,8
5576;65,6;343,5;58,8;107,8;276,2;1140,3;500,1;637,5
5577;61,5;358,1;54,4;106,3;288,9;1288,9;623;674,4
5578;60,7;364,3;53,9;102,3;293,7;1376,9;684,1;707,2
5579;59,3;366,1;52,8;96,7;294,6;1425,5;693,1;736,5
5580;53,9;363,3;48,4;87,9;291,7;1442,8;695,9;740,7
5581;55,9;395,8;50,8;92,5;321,6;1606,7;825,1;799,8
5582;55;417;49,2;90,1;332,2;1734,5;880;871,9
5583;54,2;444,3;48,8;87,8;351,5;1827,3;959,1;896,5
5584;50,8;443,7;45,3;80,4;347,8;1964,3;1039,5;957,3
5585;46,7;441,6;41,9;74,2;354,4;2149;1061;1084,7
5586;49,2;518,1;43,9;80,1;412,4;2458,5;1213,3;1280,3
5587;46,5;503,1;40,7;69,6;382,2;2261,4;1141,3;1101,1
5588;43;494,1;38;67,1;380,8;2264;1120,5;1138,7
5589;40,1;472,7;35,3;61,5;368,4;2230,6;1104;1118,9
5590;34,9;435,9;30,8;53,8;336,8;2070,5;1031,8;1051,4
5591;31,8;416,6;28;49,3;315,8;1891,4;968,8;913,1
5592;31,6;434,1;27,5;51,3;326,4;2104,8;1056,6;1046,7
5593;31;438;26,9;49;328,7;2168;1095,8;1093,6
5594;30,7;462,1;26,6;47,4;342;2228,4;1157,8;1083,1
5595;28,5;444,9;24,6;44;312,8;2148,8;1080,3;1058,6
5596;24,5;387;21;35,4;274,1;2064;1054,5;997,9
5597;24,2;398,9;20;36,6;282,4;2209,5;1135,6;1087,7
5598;24,6;430,3;20,8;40,9;309;2351,1;1183,8;1196,5
5599;24;421,6;20,5;39,7;309,6;2461;1177,5;1353,3
5600;23,1;427,7;18,7;31,4;280,1;2419,5;1396,5;1047,7
5601;19,2;404,8;15,5;27,7;264;2413;1289;1100,1
5602;17,2;367,8;14,1;25,8;236,6;2019,6;974,3;1065,7
5603;15;314,3;12;22,5;200,4;1691,7;983,2;712,7
5604;15,3;343,8;12,5;24,5;231,8;1829,2;1009,4;822,1
5605;14,2;319,2;11,5;21,7;212,8;2021,7;1164;819,4
5606;13,6;307,4;10,8;20,2;196,5;1942,5;1121,5;800,5
5607;9,4;233,9;7,5;14,8;142,6;1280,1;705,9;558,1
5608;8,6;239,8;6,9;13,3;145,6;1224,4;614,9;592,6
5609;8,1;220,5;6,6;12,3;137,4;1043,5;563,5;461,9
5610;7,3;204,6;6;11,5;133,7;993;526,9;464,1
5611;6,5;184,5;5,3;10;117,8;918,6;491,8;426,2
5612;6,2;163,4;5,1;9,3;112,5;799,2;432;336,3
5613;5,8;165,9;4,6;8,5;112,2;844,2;452;400,3
5614;5,2;148,2;4;7;96,7;744,4;390,8;323,3
5615;5,4;159,6;4,3;7,8;107;776,9;399,8;353
5616;5,1;155,5;4;7,5;101,8;826,1;458,9;362,8
5617;96,1;295,7;86,7;155,6;242;914,7;430,5;484,9
5618;98,1;320,1;88,8;163,5;262,9;1017,7;491,5;529
5619;96,6;314,6;87,1;157,4;256,7;987,8;469,1;518,3
5620;96,6;320,7;87,1;157,2;261,1;996,9;468,9;525,8
5621;96,3;331,3;87,2;159,1;272;1032,3;489;542,8
5622;90;318,6;81,7;149,6;263,1;1004,1;462,3;542,3
5623;89,9;335,2;81,7;152,9;277,2;1056,2;477,6;589,2
5624;91,7;348,6;83,2;154,6;285,4;1098,8;502,5;599,7
5625;92;365;83,4;155,7;299,8;1183,1;548,8;645,6
5626;88,6;372,9;80,4;149;303,9;1236,8;554,3;681,1
5627;90,8;412,4;82,3;153,7;337,4;1352,9;597,3;770
5628;88,7;416,2;80;146,1;337,9;1333,4;585,6;757,4
5629;80,6;399,9;72,4;132,6;323,6;1324,3;582,3;742,5
5630;74,3;388,9;66,6;122;312,8;1291,1;566,3;721,8
5631;77,4;408,4;70;128,5;334,3;1346,1;591,6;763,6
5632;71,8;390,7;64,8;116,8;319,1;1325,5;573,1;756,8
5633;64,7;365,7;57,8;102,4;297,7;1243,2;555,6;687,8
5634;60,4;368,7;54;95,5;292,8;1226,5;551,5;671,1
5635;61;397,1;54,2;97,7;319,6;1326,7;610,9;727,5
5636;57,6;388,6;51,3;91,3;315,6;1361,2;607,1;755
5637;56,2;408,7;50,5;89,4;336,2;1428,4;643,9;798,4
5638;53,3;421,4;47,1;83,6;334,5;1565,8;727,9;845,2
5639;52,4;453,4;46,1;81,8;354,2;1733,5;779;955,1
5640;52;494,7;46,2;82,9;383,9;1913,8;864,5;1086,6
5641;48,4;483,1;43,4;77,1;392,9;1933,2;821,9;1107
5642;46,5;495,4;41,5;74,4;393,6;1957,7;809,9;1156,2
5643;40,7;431,2;36,1;63,7;338,9;1728,1;737,1;987,1
5644;34,3;378,8;30,3;54,9;296,1;1613;684,1;919,6
5645;30,2;341,9;26,3;46,5;269,8;1425,9;597,8;812,3
5646;26,6;320;23,7;45,5;253,2;1316;572,4;755,8
5647;26,1;320,2;23,3;44,7;250,1;1373,5;655,4;716,2
5648;23,1;290,3;20,5;40,5;225,7;1351,3;645,7;703
5649;21,8;292,8;19,1;35,8;213,4;1393,2;727,9;682,7
5650;19;247,9;17;31;189,2;1153,7;505,5;633,7
5651;15;219,5;13,2;23,7;166,1;1095,1;479,6;636,9
5652;14,4;219,8;12,7;22,5;168,7;1010,3;449,1;569,4
5653;14,4;211,8;12,8;22,5;164,5;949,9;403,4;550,2
5654;13,5;189,6;12,2;20,9;146;757,7;290,9;467,5
5655;9,9;168,5;8,9;16,1;116,8;555,3;210,9;355,3
5656;10,4;183;8,9;17;114;703,7;322,9;373,8
5657;9,4;179,9;8,1;15,7;122,8;506,4;199,9;285,4
5658;7,4;160,2;6,3;12,2;102,4;515,6;232,5;290
5659;6,1;137,4;5,2;9,7;82,9;369,1;185,7;188,1
5660;5,3;119,4;4,5;7,8;68,2;302,6;159,3;150,1
5661;4;91,6;3,3;6,5;54,6;243,6;110,4;130,8
5662;3,9;100,9;3,1;6;61,2;282,1;115,1;172,7
5663;3,9;99,6;3,2;5,9;62,1;286,7;124,6;164,3
5664;3,7;99,2;3;5,9;64,8;321,7;136,2;199,1
5665;3,5;96;2,8;5,4;61,3;348,3;147,5;218,7
5666;3,5;91,1;2,9;5,7;65,7;352,7;149,5;205,4
5667;3,3;92,5;2,6;4,9;62,6;372,5;156,4;244,4
5668;3;82,7;2,3;4;53,9;328,5;135,3;197,4
5669;3,1;89;2,4;4,5;59,7;342,9;138,4;215,5
5670;2,9;86,8;2,3;4,3;56,8;364,6;158,8;221,5
5671;34,3;105,5;31;55,5;86,4;326,4;153,6;173,1
5672;35;114,2;31,7;58,4;93,8;363,2;175,4;188,8
5673;34,5;112,3;31,1;56,2;91,6;352,5;167,4;185
5674;34,5;114,4;31,1;56,1;93,2;355,8;167,3;187,6
5675;34,4;118,2;31,1;56,8;97,1;368,4;174,5;193,7
5676;32,1;113,7;29,1;53,4;93,9;358,3;165;193,5
5677;32,1;119,6;29,1;54,5;98,9;376,9;170,4;210,3
5678;32,7;124,4;29,7;55,2;101,8;392,1;179,3;214
5679;32,8;130,3;29,8;55,6;107;422,2;195,8;230,4
5680;31,6;133,1;28,7;53,2;108,5;441,4;197,8;243,1
5681;32,4;147,2;29,4;54,9;120,4;482,8;213,1;274,8
5682;31,7;148,5;28,5;52,1;120,6;475,8;209;270,3
5683;28,8;142,7;25,8;47,3;115,5;472,6;207,8;265
5684;26,5;138,8;23,8;43,5;111,6;460,7;202,1;257,6
5685;28,7;158,1;25,6;46,9;124,9;485,8;207,9;272,5
5686;28,8;165,2;25,3;46,8;130,6;524,6;231,9;302,4
5687;29,6;178,7;25,5;46,5;140,2;589,4;260,1;333,3
5688;23,5;154;20;36,9;118,3;574,7;247,9;317,9
5689;24,3;169,3;21,2;37,7;133,6;638;288,1;357,1
5690;24,8;171,4;21,8;38,2;135,1;594,8;269,3;333,7
5691;25,2;189,4;22,3;38,4;146,6;653,6;308,2;352,8
5692;25,5;207,9;22,5;39,9;158,8;697,2;309,9;378,5
5693;26,6;234,7;23,3;41,6;184,6;901,3;395;514,7
5694;23,4;226,2;20,4;37,2;175,9;855,7;395,2;471,1
5695;19,1;192,7;16,8;28,7;146,8;798,9;352,8;450,9
5696;17,4;182,9;15,2;26,7;137,1;764,5;333,8;426
5697;14;155,2;12,1;21,1;110,1;676,2;311,2;363,2
5698;11,2;125,6;9,7;17,2;92,1;541,4;272,2;274
5699;9,2;111,4;7,9;13,8;79,3;481,7;254,3;232,5
5700;9,2;108,6;8;14,5;81,3;419,3;202,2;217,2
5701;9,5;113,4;8,4;14,9;84,5;472,3;252,7;228,8
5702;7,5;98,6;6,5;12,6;73,4;395,5;192,3;206,7
5703;7,5;99,5;6,4;11,8;72,3;414,1;197,9;218,2
5704;5,6;73,4;4,8;9;52,2;279,7;133,3;152,1
5705;6;84,4;5,2;9,1;61,6;308,6;149,4;159
5706;5,8;83,4;4,9;8,7;61,2;310,3;154;156,7
5707;5,2;77,1;4,6;8,6;56,2;308,9;147,8;160,2
5708;5,8;91,2;5;9,9;67,7;397,3;139,6;267,4
5709;5,6;98,5;4,9;9,5;68,6;508,5;126,6;374,6
5710;3,3;57;2,8;5,2;41,7;214;97,3;112,5
5711;2,8;50,1;2,3;4,4;34,5;201;77,9;130,9
5712;2,9;57,3;2,5;4,9;41,6;181,1;84,2;96,1
5713;2;42,3;1,8;3,3;29,7;138,6;63,7;77
5714;1,8;33,6;1,6;3;26;98;44,5;54,7
5715;1,5;31;1,3;2,2;20,1;135,5;64;71,6
5716;1,4;33,4;1,1;2,2;20,3;127,8;53,8;76,9
5717;1,3;32,4;1,1;2;20,2;107,3;47,4;60,7
5718;1,2;31,6;0,9;1,8;20,7;100,3;42,4;61,9
5719;1;30,1;0,8;1,6;19,2;91;37,5;57,7
5720;1;28,1;0,7;1,4;16,5;77,4;30,9;46,4
5721;0,9;28,5;0,7;1,3;19,3;81,7;32,4;55,2
5722;0,8;25,5;0,6;1,1;16,6;72,1;28;44,6
5723;0,8;27,5;0,7;1,2;18,4;75,2;28,6;48,7
5724;0,8;26,8;0,6;1,2;17,5;80;32,9;50,1
5725;15,9;54,7;13,7;25,1;40,3;184,7;88,2;96,6
5726;16,8;57,9;14,6;27,4;43,4;193,5;96,2;101,6
5727;18;61;15,5;28,6;45,1;201;94,8;107,5
5728;15,9;57;13,6;25,6;43,2;186,2;89,1;97,9
5729;16,1;61,6;13,6;25,8;45,4;207,9;97,1;110,1
5730;16,4;62,9;14,1;26,3;46,7;210,3;100,4;112,8
5731;16,4;66,3;14,1;27,9;48,6;232,9;110,8;121,5
5732;18,4;74,1;15,8;29,1;53,8;261,6;129,1;132,1
5733;19,6;82,9;17;31,9;60,1;275,8;138,7;143,7
5734;21,4;95,6;18,4;34,2;69,4;334,2;155,2;186
5735;21,3;99,9;18,4;33,7;71,7;357,6;158,4;199,2
5736;21,9;108,2;19,1;34,7;78,4;379;166,8;221,9
5737;16,6;89,7;13,9;24,8;60,7;301,5;130,2;165,9
5738;14,8;87,6;12,2;22,3;59,2;283,3;125;156
5739;17,1;106,8;14,3;26,4;75,6;364,5;171,9;194,1
5740;19;117,7;15,9;29,9;83,3;410,5;204,1;210
5741;17,7;118,7;14,3;25,5;78,6;446,6;211,1;247,2
5742;16,6;124,9;13,4;23,8;80,2;469,1;220,4;244,8
5743;17,6;143,6;14,4;26,1;94,6;565,3;281,8;288,6
5744;19,2;164,1;15,8;29;105,5;654,9;328;328,3
5745;20,1;175,5;16,4;30,3;114,1;717;368,4;368
5746;22;224,5;17,8;29,2;141,6;872,8;435,7;447,8
5747;20,7;229,8;16,7;26,9;141,1;957,3;441,4;527,1
5748;18,6;215,7;14,7;22,8;134,5;928,5;436,3;500,4
5749;16;193,8;12,5;21;112,5;789;355,5;432,8
5750;15,3;206,8;11,8;20,2;112,5;813,5;362,8;442,9
5751;14,7;207,2;11,4;20,9;119,3;827,1;388,9;467,8
5752;13,1;189,5;9,8;17,1;105,4;724,6;349,8;371,9
5753;11,4;165,7;8,3;14,6;91,1;665,8;318,2;338,8
5754;11,4;195,7;8,3;15,1;104,1;928,9;430;505,9
5755;11,1;192,1;8,4;14,9;107,7;956,7;447,1;504,5
5756;12,9;216,7;9,7;17,3;123,1;1121,2;520,9;604,8
5757;14;244;10,8;16,9;141,2;1169,4;544,3;618
5758;12,5;230,3;9,4;14,3;125,9;1147,5;541,9;598,3
5759;9,7;181,8;7,6;14,2;106,5;944;448,9;494,9
5760;9,6;189,7;7,4;14,7;110,3;930,4;464,7;490,7
5761;8,5;174,3;6,6;12,7;99,4;991,4;450,3;548,7
5762;5,7;156,3;4,3;8,9;84,1;946,1;370,3;576,3
5763;5,8;150,6;4,3;8,7;83,5;1115,1;394,8;746,6
5764;9,6;220;7;13,6;115;1425,9;568,1;859
5765;9,3;213,4;6,7;13,2;111,9;1463,6;561,3;952,5
5766;8,9;214,5;7;13,6;119,3;1347,1;549,3;789,8
5767;8,2;188,8;6,5;12,6;108,6;1287,9;478,1;810,3
5768;6,9;178,5;5,3;10,6;92,4;935,1;398;540,7
5769;5,6;146,2;4;7,6;75,5;655,6;200,1;454,5
5770;4,7;125,2;3,6;6,5;67,4;560,3;177,6;382,7
5771;4,5;122,4;3,3;6,2;67,4;600,2;218,4;380,6
5772;4,6;124,5;3,4;6,6;71,4;601,5;221,6;385
5773;4,8;131;3,6;7,1;74,1;637;238;421,6
5774;4,6;120,3;3,6;6,9;72;527,6;197,7;334,6
5775;3,9;110,9;2,8;5,6;56,7;449,5;187,5;260,3
5776;3,5;93,2;2,4;4,3;47;360;148,7;199,9
5777;3,2;89,7;2,2;4;46,3;355,3;152,5;218,3
5778;3,4;94,1;2,4;4,3;46,5;434,8;189,8;259,4
5779;22;68,7;19,5;37,3;54,3;231,1;119,4;111,5
5780;23,9;73,2;21,2;40,1;57,4;257,8;134,3;122,5
5781;23,2;74;20,7;39;58,6;258,4;130;127,7
5782;23,6;76,6;21,2;39,5;61,6;259,4;130,5;127,3
5783;24;81,2;21,7;41,3;66,6;263,4;128,6;134,1
5784;24,5;88,5;22;41,8;70,1;280,3;137,1;142,6
5785;24,8;92,2;22,2;42,2;72,9;295,3;137;159,6
5786;22,9;86,1;20,1;38,7;68,7;271;134,4;137,3
5787;22,7;90,5;20,1;40,1;70,6;291,9;142,9;149,5
5788;24,1;104,5;21,7;41,7;82,8;327,2;154,2;173,6
5789;25,9;119;23,7;45,8;96,2;358,6;156,2;201,8
5790;25,9;118,8;23,6;45,7;96;358,2;156,5;200,8
5791;21,4;96;19,3;35,1;76,9;280,8;117;164,5
5792;19,6;93,8;17,8;32;74,5;272,6;113,4;159,3
5793;22,2;121,7;19,8;36,6;93,2;365;166,5;201,5
5794;21,8;120,5;19,5;36,2;93,8;348,6;157,4;192,5
5795;20,8;117,6;18,5;32,9;89,7;366,8;167;202,2
5796;22,3;143,6;19,8;37,4;107,7;452;210,1;248,1
5797;23,3;155,5;20,7;37,9;117,5;514,3;237,5;283,1
5798;20,3;144;18,2;32,8;109,1;505,2;241,9;266,5
5799;21,7;161,7;19,1;35,3;122,7;613,6;284,8;332
5800;22;164;19,6;32,9;124;579,3;279,4;304,3
5801;21,6;180,3;19,2;25,7;135;573,4;274,3;303,9
5802;21,2;190,4;18,8;27,3;144,5;622,2;309,9;320,9
5803;15,4;158,5;13,2;25,6;111,7;623,7;302,2;320,4
5804;14,5;149,2;12,3;21,7;100,3;613,1;340,9;275,5
5805;12,4;128,3;10,3;19,2;85,1;585,1;305,6;261,3
5806;10,8;124,6;8,6;15,9;85;559,7;272,4;278,2
5807;9,2;100,7;7,3;13;70,7;438,4;219,9;215,2
5808;9,5;130,7;7,9;14,9;91,8;548,8;236;317,6
5809;9,2;139,8;7,6;14,1;92;563,3;238,6;326,3
5810;7,5;122,6;6;11,1;75,6;543,8;235,7;317,6
5811;6,4;110,8;5,1;9,6;65,6;546,9;227,7;319,7
5812;5,8;112;4,6;9,1;65,3;544,5;223,1;314,7
5813;5,1;94,7;4,1;7,3;60,5;462,8;189,2;274,3
5814;4,1;69,7;3,2;5,7;44,6;387,3;170,7;213,9
5815;3,3;49;2,8;5,8;39,4;303,9;145,9;161,4
5816;3;47,3;2,7;5,3;41,4;304,5;138;168,9
5817;3,3;48,3;3;4,9;39,4;286,3;136,3;155,8
5818;3,5;79;2,7;5,4;46,1;287,3;126,2;162,3
5819;3,7;80,6;2,7;5,1;45,7;258,4;95,8;162,3
5820;2,6;68,9;1,9;3,6;31,7;225,9;94,4;132,4
5821;2,3;64,7;1,6;2,8;28,4;246,9;107,4;143,1
5822;2,1;42,3;1,7;2,8;25,7;143,5;66,2;79,6
5823;1,4;33;1,2;2,1;21,9;120,5;49,5;71,5
5824;1,4;35,9;1;1,9;19,4;190,8;72,1;122,3
5825;1,5;43,6;1,1;2;24;316,2;127,7;196,5
5826;1,7;54,1;1,2;2,4;31;452,1;174,6;292,6
5827;2;68,9;1,5;2,9;38,9;655,2;243,1;450,6
5828;2,1;75,8;1,3;2,4;28,5;726,9;255,5;493
5829;1,8;69,9;1,3;2,6;35,8;619,3;242,3;383,5
5830;1,6;58,7;1,1;2;29,7;495,9;192,2;294,6
5831;1,5;56,6;1;1,8;29,2;489,4;197,1;321,7
5832;1,5;59,3;1,1;2;29,3;598,9;245,2;382,2
5833;13,7;46,5;11,5;21,4;31,9;138,1;62,5;75,8
5834;15,1;52;12,7;23,7;35,3;153,4;72,7;82,3
5835;15,3;52,6;12,9;23,7;35,2;154,3;72,6;81,1
5836;13,4;48;11,4;21,2;32,5;144,6;64,6;81
5837;13,7;51,3;11,5;21,4;34,9;154,9;69,8;86,3
5838;12,4;47,4;10,3;19,6;32,1;159;76,6;82,4
5839;11,9;49,1;10;19,3;33,1;166;79,7;88,3
5840;14;54,8;11,7;22;36,9;175,5;80,2;98,6
5841;15,6;62,6;13,1;24,4;42,7;195,8;90,2;105
5842;12,7;58,2;10,7;19,7;38,4;186,2;80,9;105,1
5843;12,1;60;9,9;18,3;38,8;191,6;81,9;112,5
5844;12,3;61,6;10,2;18,5;38,9;198,7;86;112,1
5845;15;81,7;12,3;22,3;50,3;247,1;105,7;143
5846;12,8;76,5;10,3;18,7;46,5;236,5;96,1;137,3
5847;11,5;73,4;9,3;16,9;45,6;242,2;103,4;143,7
5848;12,4;83,7;10,1;19;50,8;272,5;118,6;158,8
5849;12,2;84,4;9,9;17,8;54,1;286,6;116,5;175,5
5850;11,4;87,3;9,2;16,7;54,8;308,4;124,9;179,3
5851;12;94,4;9,8;17,3;59,2;342,3;148;198,4
5852;11,9;98,2;9,6;17,2;60,9;366,8;161,2;205,8
5853;12,4;107,7;10,1;18,7;67,5;400;166,7;238,7
5854;11,8;105,6;9,5;17,3;63,1;400,9;158,8;241,5
5855;10,8;100,9;8,3;14,1;62;406,3;153,4;247,8
5856;10,6;108,1;7,9;13,9;66,9;426,8;161;268,8
5857;9,9;112,6;7,3;13,4;66,3;411,4;167;243,6
5858;9,8;117,2;7,2;13,2;67,9;441,9;184,1;260
5859;8,4;111;6,9;11,5;68,1;397,2;169,3;231,7
5860;7,6;109,9;6,2;10,2;67,8;388,1;149,5;231,2
5861;6,8;88,1;5,7;8,9;53,9;353,1;163,4;193,6
5862;7,2;101,3;5,7;10,6;63,4;393,3;175,8;212,6
5863;7,6;108,1;5,9;11,1;65,8;415,5;192,3;224,5
5864;6,9;104,7;5,4;10,6;61,9;363,4;167,3;197,3
5865;6,5;96,2;5,2;9,6;59,3;365,2;185,1;189,9
5866;6,4;97,6;5,1;9,6;58,3;361,9;176,9;180,4
5867;6,1;106,4;4,6;8,4;58,1;427,5;159,1;271,8
5868;5,3;99;3,9;7,2;53,6;394,5;146,4;249,3
5869;5,2;93;3,8;6;49,1;392,9;136,5;254,9
5870;5,3;90,3;3,9;7,7;50,5;321,2;130,5;188,6
5871;4,9;90,6;3,6;7,6;52;293,8;119,1;171,7
5872;5,2;109,8;3,8;7,7;57,7;465,2;182,6;279,2
5873;5;110,7;3,9;8,1;63,6;408,8;166,2;240,8
5874;4,6;93,2;3,6;7;57;345,6;149,1;197,3
5875;4,6;96;3,6;7;58,4;354,7;160;197,9
5876;4,2;101;3,2;6;56,5;340,8;140,5;196,1
5877;3,2;83,6;2,3;4,1;44,5;355,9;162,3;190,6
5878;2,6;75,5;2;3,7;40,6;328,4;148,5;177,3
5879;2,6;78,1;1,9;3,5;43;382,6;188,8;196,7
5880;2,6;84,5;1,9;3,8;48,4;420,7;198,7;224,4
5881;2,8;95;2;4,1;53,7;494,2;222,3;281,1
5882;2,6;93,6;1,6;3,1;37,4;460,2;193,2;259,8
5883;2,2;86,4;1,6;3,2;44,2;392,1;183,2;202,1
5884;2;72,5;1,4;2,5;36,6;314;145,3;155,2
5885;1,8;69,8;1,2;2,3;36;309,9;149;169,5
5886;1,9;73,2;1,4;2,5;36,2;379,2;185,4;201,4
5887;26,1;90;21,9;41,2;66;364,3;207,4;157,1
5888;30;106,9;25,7;48,9;80,1;425,8;240,3;186,8
5889;30,3;107,3;25,6;49,8;80;413;225,4;187,9
5890;27,5;100,9;23,5;43,7;74,2;385,8;205,9;181
5891;24,9;96;21,1;40,8;71,3;391,7;204;187,2
5892;21,3;83,7;18,1;34,9;61,4;332,3;184,1;148,1
5893;20,9;85,5;17,8;35,2;58,9;333,1;175,7;156,6
5894;22,1;94,6;18,9;36,7;68,8;367;209,2;161,4
5895;22,4;100,3;18,8;36,8;72,8;408,5;234,4;177,6
5896;21,6;97,7;18,7;35,2;72;395,5;216,9;177,6
5897;21,8;101,7;18,8;35,7;75,6;394,9;209,8;188,8
5898;22,9;102,2;20;38,6;76,4;403,3;215,6;192,8
5899;20,6;110,5;17,7;32,9;81,5;405,5;201,9;204,3
5900;19,1;108,5;16,2;30;79,3;411;205,5;205,1
5901;15,6;90,7;13,4;24,7;65,1;359,9;196,9;167,2
5902;15,7;94;13,3;24,5;67,9;396,7;219,2;153,7
5903;13,9;89;12,2;20,1;66;394,3;233,1;169,4
5904;14,9;107,6;12,3;21,2;78,1;451,3;261,7;188
5905;15,2;119,1;12,8;23,1;87,4;523,9;311,5;219,3
5906;16,8;130,7;14,1;24,9;90,6;544,4;307;241,9
5907;17,7;141,1;15;26,1;98,1;585,5;342,7;246,7
5908;16,6;145,4;13,7;23,8;96,5;663,3;372,6;288,9
5909;17,3;161,4;14,3;25,5;110,8;725,4;378,1;347,3
5910;17,3;184,4;14,9;27,4;127,2;849,9;438,5;422,3
5911;13,4;152,7;11,2;20,4;104,4;681,1;369,9;308,9
5912;12,7;148,7;11;20;105,9;671,6;365,6;300,2
5913;12,1;144,8;10,2;19,7;103;632,2;337,9;296,2
5914;11,2;139,1;9,5;17,8;97,5;615,4;327,1;290,6
5915;9,6;123,6;8,2;15,7;87,6;542,2;278,2;260,5
5916;11,9;161,9;9,9;18,6;111,2;722,9;366,5;361,8
5917;11,6;167;9,6;17,5;110,6;778,4;400,6;383,4
5918;12,3;191,5;10,1;20,3;129,2;897,7;457,9;443
5919;13,6;221,7;11;21,5;144,6;992,1;498,4;492
5920;14,2;228,8;11,7;22,5;155,2;974,8;488;482,6
5921;11,5;193,2;9,3;17,6;124,9;875,7;432,4;443,2
5922;11,5;198,7;9,5;17,6;140,3;942,3;481,2;472,2
5923;9,9;182,9;8,8;16,7;132;740,5;331,3;412,7
5924;9,7;161,2;8,7;16,2;108,1;662,2;294,3;376,2
5925;9,4;165,9;8,2;15,5;106,8;717,1;333,6;388,6
5926;10,2;187,3;8,2;15,7;121,6;910,5;392,2;515,1
5927;10,1;205;8,2;16,3;128,2;981;451,4;536,9
5928;8;172,3;6,4;11,8;105,1;781,3;355,7;410,6
5929;8,4;166,6;6,4;11,3;101,1;835,7;392,5;445,2
5930;7,3;152,5;5,6;9,6;91;752,7;349,9;399,3
5931;7,1;157,9;5,7;10,5;96,3;712,8;292,3;423,8
5932;6,3;145,4;4,8;8,8;78,3;632,4;264,7;369,8
5933;6,4;153,6;4,7;8,8;84,6;706,9;332,8;383,3
5934;6,8;169,3;5,1;10;97,1;744;345,9;407,3
5935;7,7;194,1;5,7;11,3;109,7;834,4;381,8;473
5936;7,7;195,1;5,8;11,1;112,7;739,7;327,1;403,6
5937;6,6;179,9;4,7;9,5;92;630,2;310,2;314
5938;6;151,1;4,1;7,3;76,3;504,7;246;241,1
5939;5,4;145,5;3,7;6,8;75,1;498,1;252,3;263,4
5940;5,7;152,6;4;7,3;75,5;609,5;313,9;312,9
5941;206,6;662,2;181,5;342,1;563,6;2472,4;1451,4;1013,3
5942;212,1;734,7;194,9;371,3;633,8;2853,3;1632;1272,6
5943;202,4;713,7;185,4;363;613,8;2583,6;1523,4;1124
5944;180,2;654,5;165,4;320;561;2395,4;1389,2;1041,4
5945;176,5;666,5;162,5;317,9;573,7;2498,5;1430,9;1123,4
5946;174,5;697,5;157,1;306,2;603,2;2674,8;1507,5;1166,1
5947;167,5;775;149,7;297,8;627,6;2827,9;1548,4;1284,4
5948;169,7;753,4;152,8;301,6;633;2841,4;1587,9;1235,8
5949;164,2;748,9;148,2;291,6;638,3;2874,8;1584,4;1316,8
5950;152,1;760,5;138,8;271,5;649,1;2973,7;1652,5;1319,6
5951;148,2;808,6;134,4;266,1;689,4;3447;1834,5;1622,7
5952;150;870,1;135,7;266,7;737,8;3739,3;2058;1717,6
5953;146,4;887,3;130,6;257,4;746,4;3361,3;1884,2;1493,2
5954;142,9;947,8;128,7;253,9;799,1;4034,4;2168,3;1859,2
5955;140,3;1095,4;125,9;254,1;919,7;5491,8;3032,7;2461,7
5956;146,2;1203,7;131,1;264,4;1009;6656,1;3529;3192,9
